iter	Passed	Remaining
523	6172	5606
524	6179	5591
525	6187	5575
526	6195	5560
527	6203	5545
528	6211	5530
529	6219	5515
530	6228	5500
531	6235	5485
532	6244	5470
533	6251	5455
534	6260	5441
535	6268	5426
536	6277	5412
537	6285	5397
538	6294	5383
539	6302	5368
540	6310	5354
541	6318	5339
542	6327	5325
543	6334	5309
544	6343	5295
545	6351	5281
546	6360	5267
547	6369	5253
548	6377	5239
549	6385	5224
550	6393	5209
551	6401	5195
552	6409	5180
553	6417	5166
554	6425	5151
555	6432	5137
556	6441	5123
557	6449	5108
558	6458	5094
559	6465	5080
560	6473	5066
561	6481	5051
562	6489	5037
563	6497	5022
564	6504	5008
565	6512	4993
566	6520	4979
567	6528	4965
568	6537	4952
569	6546	4938
570	6554	4924
571	6562	4910
572	6571	4896
573	6579	4883
574	6587	4869
575	6595	4855
576	6603	4841
577	6612	4827
578	6620	4813
579	6628	4799
580	6636	4785
581	6644	4772
582	6653	4759
583	6661	4745
584	6670	4731
585	6678	4718
586	6686	4704
587	6694	4690
588	6701	4676
589	6710	4662
590	6718	4649
591	6726	4635
592	6733	4621
593	6741	4607
594	6749	4593
595	6757	4580
596	6765	4566
597	6774	4554
598	6782	4540
599	6791	4527
600	6800	4514
601	6809	4501
602	6816	4488
603	6825	4474
604	6833	4461
605	6841	4448
606	6849	4434
607	6857	4421
608	6865	4407
609	6873	4394
610	6881	4381
611	6889	4367
612	6898	4355
613	6906	4341
614	6914	4328
615	6922	4315
616	6929	4301
617	6938	4288
618	6946	4275
619	6953	4262
620	6961	4248
621	6970	4236
622	6978	4222
623	6986	4209
624	6994	4196
625	7002	4183
626	7010	4170
627	7018	4157
628	7026	4144
629	7034	4131
630	7042	4118
631	7050	4105
632	7059	4093
633	7096	4096
634	7111	4087
635	7127	4079
636	7138	4067
637	7147	4055
638	7155	4042
639	7162	4029
640	7171	4016
641	7179	4003
642	7187	3990
643	7196	3978
644	7205	3965
645	7213	3952
646	7221	3940
647	7228	3926
648	7237	3914
649	7244	3901
650	7253	3888
651	7260	3875
652	7270	3863
653	7278	3850
654	7286	3838
655	7294	3825
656	7303	3813
657	7311	3800
658	7319	3787
659	7327	3774
660	7335	3762
661	7344	3749
662	7353	3737
663	7363	3725
664	7372	3713
665	7380	3701
666	7387	3688
667	7396	3675
668	7404	3663
669	7413	3651
670	7421	3638
671	7429	3626
672	7437	3613
673	7444	3600
674	7452	3588
675	7459	3575
676	7471	3564
677	7481	3553
678	7489	3540
679	7498	3528
680	7506	3516
681	7516	3504
682	7526	3493
683	7536	3481
684	7544	3469
685	7552	3456
686	7562	3445
687	7572	3433
688	7584	3423
689	7595	3412
690	7606	3401
691	7616	3390
692	7626	3378
693	7636	3367
694	7647	3356
695	7657	3344
696	7666	3332
697	7676	3321
698	7687	3310
699	7698	3299
700	7706	3286
701	7716	3275
702	7727	3264
703	7747	3257
704	7771	3251
705	7787	3242
706	7799	3232
707	7809	3221
708	7820	3209
709	7829	3198
710	7840	3186
711	7850	3175
712	7861	3164
713	7870	3152
714	7882	3141
715	7892	3130
716	7902	3119
717	7915	3108
718	7926	3097
719	7936	3086
720	7947	3075
721	7956	3063
722	7967	3052
723	7977	3040
724	7985	3028
725	7995	3017
726	8006	3006
727	8017	2995
728	8025	2983
729	8035	2972
730	8046	2960
731	8056	2949
732	8067	2938
733	8078	2927
734	8088	2916
735	8098	2904
736	8109	2893
737	8117	2881
738	8127	2870
739	8137	2859
740	8147	2847
741	8158	2836
742	8168	2825
743	8179	2814
744	8190	2803
745	8200	2792
746	8210	2780
747	8219	2769
748	8230	2758
749	8241	2747
750	8253	2736
751	8264	2725
752	8275	2714
753	8284	2703
754	8296	2692
755	8308	2681
756	8317	2669
757	8329	2659
758	8339	2647
759	8350	2636
760	8358	2625
761	8369	2613
762	8380	2603
763	8391	2592
764	8400	2580
765	8409	2568
766	8420	2557
767	8430	2546
768	8438	2534
769	8448	2523
770	8457	2511
771	8466	2500
772	8476	2489
773	8487	2478
774	8498	2467
775	8512	2457
776	8523	2446
777	8533	2435
778	8542	2423
779	8550	2411
780	8561	2400
781	8572	2389
782	8580	2377
783	8589	2366
784	8599	2355
785	8608	2343
786	8616	2332
787	8625	2320
788	8634	2309
789	8644	2298
790	8653	2286
791	8662	2275
792	8670	2263
793	8680	2252
794	8692	2241
795	8700	2229
796	8709	2218
797	8717	2206
798	8726	2195
799	8734	2183
800	8745	2172
801	8757	2162
802	8765	2150
803	8774	2139
804	8782	2127
805	8792	2116
806	8801	2105
807	8810	2093
808	8819	2082
809	8827	2070
810	8835	2058
811	8842	2047
812	8851	2035
813	8859	2024
814	8867	2012
815	8876	2001
816	8884	1989
817	8895	1979
818	8904	1967
819	8911	1956
820	8919	1944
821	8927	1933
822	8935	1921
823	8943	1910
824	8951	1898
825	8960	1887
826	8968	1876
827	8975	1864
828	8984	1853
829	8993	1841
830	9002	1830
831	9010	1819
832	9021	1808
833	9029	1797
834	9038	1786
835	9045	1774
836	9054	1763
837	9062	1751
838	9070	1740
839	9078	1729
840	9089	1718
841	9097	1707
842	9106	1695
843	9114	1684
844	9123	1673
845	9130	1662
846	9139	1650
847	9147	1639
848	9156	1628
849	9164	1617
850	9173	1606
851	9181	1594
852	9189	1583
853	9197	1572
854	9205	1561
855	9213	1549
856	9223	1539
857	9232	1528
858	9241	1516
859	9251	1506
860	9259	1494
861	9268	1483
862	9276	1472
863	9285	1461
864	9293	1450
865	9302	1439
866	9310	1428
867	9318	1417
868	9326	1405
869	9335	1394
870	9343	1383
871	9352	1372
872	9359	1361
873	9368	1350
874	9377	1339
875	9387	1328
876	9396	1317
877	9406	1307
878	9415	1296
879	9423	1285
880	9432	1274
881	9440	1263
882	9449	1252
883	9458	1241
884	9466	1230
885	9474	1219
886	9483	1208
887	9492	1197
888	9500	1186
889	9508	1175
890	9517	1164
891	9525	1153
892	9534	1142
893	9541	1131
894	9551	1120
895	9559	1109
896	9567	1098
897	9575	1087
898	9584	1076
899	9592	1065
900	9600	1054
901	9608	1043
902	9616	1032
903	9624	1022
904	9633	1011
905	9640	1000
906	9648	989
907	9657	978
908	9666	967
909	9674	956
910	9683	946
911	9691	935
912	9700	924
913	9708	913
914	9717	902
915	9725	891
916	9733	881
917	9741	870
918	9750	859
919	9757	848
920	9766	837
921	9773	826
922	9782	816
923	9789	805
924	9798	794
925	9806	783
926	9815	772
927	9823	762
928	9832	751
929	9840	740
930	9850	730
931	9858	719
932	9865	708
933	9873	697
934	9881	686
935	9889	676
936	9899	665
937	9907	654
938	9919	644
939	9933	634
940	9948	623
941	9961	613
942	9973	602
943	9982	592
944	9991	581
945	10000	570
946	10008	560
947	10016	549
948	10025	538
949	10033	528
950	10041	517
951	10049	506
952	10058	496
953	10066	485
954	10075	474
955	10083	464
956	10091	453
957	10099	442
958	10107	432
959	10115	421
960	10123	410
961	10133	400
962	10143	389
963	10152	379
964	10161	368
965	10168	357
966	10177	347
967	10185	336
968	10194	326
969	10201	315
970	10210	304
971	10220	294
972	10229	283
973	10237	273
974	10246	262
975	10254	252
976	10263	241
977	10271	231
978	10279	220
979	10288	209
980	10296	199
981	10304	188
982	10312	178
983	10320	167
984	10329	157
985	10339	146
986	10347	136
987	10355	125
988	10364	115
989	10372	104
990	10381	94
991	10391	83
992	10400	73
993	10408	62
994	10416	52
995	10425	41
996	10433	31
997	10441	20
998	10449	10
999	10458	0
