iter	Logloss
0	0.5418926287
1	0.4367638703
2	0.3543287847
3	0.2961823128
4	0.2491092709
5	0.2181113331
6	0.1910444688
7	0.1570608575
8	0.1430152473
9	0.1333754321
10	0.1254786673
11	0.1160361421
12	0.1023786713
13	0.09852223583
14	0.09490414262
15	0.08881515665
16	0.08437123303
17	0.08205922041
18	0.07756522743
19	0.07485938027
20	0.07299347043
21	0.0701044857
22	0.06751962319
23	0.06530678177
24	0.06276059398
25	0.06181197798
26	0.06080247738
27	0.05984802701
28	0.05854045817
29	0.0574201358
30	0.05662392268
31	0.05586200677
32	0.05494304647
33	0.05420056747
34	0.05216631933
35	0.05081682413
36	0.04948084409
37	0.04879020283
38	0.04836047657
39	0.04768809692
40	0.04704241907
41	0.04635250101
42	0.04609521388
43	0.04560184403
44	0.04481541272
45	0.04432372794
46	0.04336612204
47	0.0429285947
48	0.04277466696
49	0.04196433755
50	0.04152982473
51	0.04115425002
52	0.04077324392
53	0.04062415424
54	0.04004420053
55	0.03976498178
56	0.03876426657
57	0.03846968373
58	0.03800825662
59	0.0377216468
60	0.03741734143
61	0.03688385773
62	0.03655990593
63	0.03591056705
64	0.03547276959
65	0.03524924165
66	0.03501642404
67	0.03476873583
68	0.03442823739
69	0.03413705746
70	0.03385892208
71	0.03356046603
72	0.03333882716
73	0.03324085675
74	0.03297509296
75	0.03255527112
76	0.03199612331
77	0.03169573261
78	0.03150472968
79	0.03135437337
80	0.0309196387
81	0.03069654957
82	0.03046246832
83	0.0302633593
84	0.03012735115
85	0.03002656187
86	0.02987744769
87	0.02980306567
88	0.02972661686
89	0.02967380167
90	0.02947074255
91	0.02940695015
92	0.02915946973
93	0.02879572373
94	0.02875002901
95	0.02864405408
96	0.02849829884
97	0.02829615255
98	0.02823460002
99	0.02810919813
100	0.02787773061
101	0.02775476217
102	0.02749568066
103	0.02713573501
104	0.02700286718
105	0.02693509821
106	0.02672192773
107	0.02666032369
108	0.02646739574
109	0.02614274097
110	0.02601882178
111	0.02589896593
112	0.02569204988
113	0.02550699137
114	0.02537926868
115	0.02527918684
116	0.02520610296
117	0.02512503759
118	0.025015085
119	0.02494807776
120	0.02485638837
121	0.02481252986
122	0.02473780238
123	0.02468334326
124	0.02453712977
125	0.02437942639
126	0.02427252881
127	0.02420545671
128	0.02408693513
129	0.0238148035
130	0.02367407769
131	0.02359655369
132	0.02352905043
133	0.02344739029
134	0.02338279704
135	0.02330680573
136	0.02320095302
137	0.02317387183
138	0.02310289563
139	0.02300314256
140	0.02292250495
141	0.02280846846
142	0.0226788893
143	0.02263834809
144	0.02254326773
145	0.02247495549
146	0.02241527644
147	0.02232699855
148	0.0222929022
149	0.02226286067
150	0.02215097163
151	0.0220175784
152	0.02194660404
153	0.02192226204
154	0.02188340772
155	0.02183947081
156	0.02143554168
157	0.02138901338
158	0.02130689267
159	0.0212552416
160	0.02116207211
161	0.0211140161
162	0.02099963379
163	0.02096595136
164	0.02087714143
165	0.02083352166
166	0.02079203649
167	0.0207451821
168	0.02066604243
169	0.02059437174
170	0.02055440508
171	0.02046269476
172	0.0203709888
173	0.02032684734
174	0.02025422806
175	0.02006362047
176	0.01999447021
177	0.01996719794
178	0.01990218977
179	0.0198689847
180	0.0198204935
181	0.01978286219
182	0.01975901824
183	0.01969181562
184	0.01963249719
185	0.01952827065
186	0.01949835872
187	0.01943894929
188	0.01940015265
189	0.01936931806
190	0.01931845309
191	0.01925686159
192	0.01917911977
193	0.01913909848
194	0.01903687972
195	0.01900114049
196	0.01895589427
197	0.0189249655
198	0.01884744404
199	0.01881697151
200	0.01879108393
201	0.01874901275
202	0.0186783841
203	0.01864390453
204	0.01862741019
205	0.01862738284
206	0.0185822256
207	0.01855694997
208	0.01855694997
209	0.01855691538
210	0.0185255751
211	0.01850466589
212	0.01846283388
213	0.01845374286
214	0.01844045671
215	0.0183762935
216	0.01836349665
217	0.01832291447
218	0.01831748287
219	0.01829273121
220	0.01822334047
221	0.01819887867
222	0.0181383207
223	0.01810880978
224	0.01805304464
225	0.01800856871
226	0.01798559453
227	0.01797770879
228	0.01795631589
229	0.01793499428
230	0.0179350732
231	0.01790118846
232	0.01789254594
233	0.01789257136
234	0.01789248121
235	0.0178925437
236	0.01789254774
237	0.0178925305
238	0.01789244881
239	0.0178924795
240	0.01789247565
241	0.01789244863
242	0.01789250475
243	0.01789244266
244	0.01789243565
245	0.01789240177
246	0.01789241848
247	0.01789240414
248	0.01789233394
249	0.01789236928
250	0.01789229718
251	0.01789230148
252	0.0178922332
253	0.01789223395
254	0.0178922347
255	0.01789223832
256	0.01789226265
257	0.01787120818
258	0.01784123237
259	0.01784119952
260	0.01784121972
261	0.01784121787
262	0.01782734044
263	0.01779339356
264	0.01779337131
265	0.01779335529
266	0.01779327509
267	0.01779331003
268	0.01779332414
269	0.01779325148
270	0.01779327372
271	0.01779323726
272	0.01779305494
273	0.01779312748
274	0.01779311116
275	0.01779307382
276	0.01779293845
277	0.01779296057
278	0.01779299202
279	0.01779296888
280	0.01779290098
281	0.01779292843
282	0.01779289199
283	0.01779292618
284	0.01779292618
285	0.01779292618
286	0.01779292618
287	0.01779292618
288	0.01779292618
289	0.01779292618
290	0.01779292618
291	0.01779292618
292	0.01779292618
293	0.01779292618
294	0.01778368753
295	0.01776817481
296	0.01773029662
297	0.01770423313
298	0.01764072676
299	0.0176153668
300	0.01761129949
301	0.01759420976
302	0.01758891853
303	0.01757120776
304	0.01754963616
305	0.01749917689
306	0.01746432368
307	0.01737213518
308	0.01734309349
309	0.01729551962
310	0.01726463705
311	0.01723402152
312	0.01718092751
313	0.01715841513
314	0.01712528989
315	0.01711441468
316	0.01708113891
317	0.01706200176
318	0.0170421144
319	0.01700488286
320	0.01700033601
321	0.01697761224
322	0.01696095163
323	0.01692922608
324	0.01689573878
325	0.01688655666
326	0.01688021926
327	0.01687299888
328	0.01683718117
329	0.0168114464
330	0.01675481808
331	0.01672872354
332	0.01670284864
333	0.01667501763
334	0.01663338872
335	0.01662867246
336	0.01661150431
337	0.01659072286
338	0.0165720559
339	0.01653974569
340	0.01651217764
341	0.01649321108
342	0.01648180864
343	0.01646147653
344	0.01642346295
345	0.01640557991
346	0.01639878213
347	0.01638007673
348	0.01632118569
349	0.01631155106
350	0.01629495263
351	0.0162502756
352	0.01620409129
353	0.01615960313
354	0.0161396795
355	0.01612274632
356	0.01611254783
357	0.01610219563
358	0.01605980553
359	0.01600972942
360	0.01598702642
361	0.01597676345
362	0.01592799118
363	0.01588651416
364	0.01583527766
365	0.01582146636
366	0.01582154534
367	0.01582151118
368	0.01582151244
369	0.015821479
370	0.01582141641
371	0.01582139732
372	0.01582139653
373	0.01580904564
374	0.01580901908
375	0.0158089889
376	0.01580895646
377	0.01580897502
378	0.01580897673
379	0.01580891275
380	0.01580890058
381	0.01580890624
382	0.01580888722
383	0.01580892642
384	0.01580883162
385	0.01580886048
386	0.01580881718
387	0.0158088192
388	0.0158088534
389	0.01580883398
390	0.01580883398
391	0.01580883398
392	0.01580883398
393	0.01580883398
394	0.01580883398
395	0.01580883398
396	0.01580883398
397	0.01580883398
398	0.01580883398
399	0.01580883398
400	0.01580883398
401	0.01580883398
402	0.01580883398
403	0.01580883398
404	0.01580883398
405	0.01580883398
406	0.01580883398
407	0.01580883398
408	0.01580883398
409	0.01580883398
410	0.01580883398
411	0.01580883398
412	0.01580883398
413	0.01580883398
414	0.01580883398
415	0.01580883398
416	0.01580883398
417	0.01580883398
418	0.01580883398
419	0.01580883398
420	0.01580883398
421	0.01580883398
422	0.01580878661
423	0.01580879726
424	0.01580879726
425	0.01580879726
426	0.01580879726
427	0.01580879726
428	0.01580879726
429	0.01580875264
430	0.01580870618
431	0.01580871854
432	0.01580869428
433	0.015808719
434	0.01580873755
435	0.01579322156
436	0.01577755744
437	0.01577136657
438	0.01575018165
439	0.01572999031
440	0.01571140081
441	0.0157016446
442	0.01569586833
443	0.01567786687
444	0.01567783902
445	0.0156491397
446	0.01564917138
447	0.0156337364
448	0.01562128933
449	0.01558608754
450	0.01556664919
451	0.01554044251
452	0.01553440099
453	0.01552042874
454	0.01546481133
455	0.01542452577
456	0.01539527311
457	0.01539515491
458	0.01536577479
459	0.01535319736
460	0.01533230703
461	0.01531149217
462	0.01528745196
463	0.01527508512
464	0.0152427271
465	0.01520866321
466	0.01518115991
467	0.0151654566
468	0.01514803197
469	0.01513197937
470	0.01511569189
471	0.01510320248
472	0.01507489591
473	0.01507486477
474	0.0150652628
475	0.01503603561
476	0.01503602392
477	0.01501992104
478	0.01500984915
479	0.0149958324
480	0.01499580278
481	0.01499583391
482	0.01499585601
483	0.01498732389
484	0.01498728471
485	0.0149693285
486	0.01495157474
487	0.01495164421
488	0.01493843193
489	0.01492206493
490	0.01492208333
491	0.01492208333
492	0.01491307636
493	0.01488980524
494	0.01486863419
495	0.01484023127
496	0.01482286423
497	0.01480861757
498	0.01477164674
499	0.01473588654
500	0.01473578379
501	0.01473575899
502	0.01473572427
503	0.01473576404
504	0.01473573446
505	0.01473570252
506	0.01473566947
507	0.01473567996
508	0.01473563734
509	0.01473564483
510	0.01473564483
511	0.01473564483
512	0.014735592
513	0.01473558614
514	0.01473558614
515	0.01473558614
516	0.01473558614
517	0.01473558614
518	0.01473558614
519	0.01473557307
520	0.0147355928
521	0.01473556342
522	0.01473558125
523	0.01473551247
524	0.01473539459
525	0.01473538311
526	0.01473535569
527	0.01473531318
528	0.01473534184
529	0.0147353269
530	0.01473529251
531	0.01473531075
532	0.01473531537
533	0.01473528373
534	0.01473527013
535	0.01473528146
536	0.01473529371
537	0.01473526299
538	0.0147352751
539	0.01473529175
540	0.01473531405
541	0.01473528286
542	0.01473525995
543	0.01473520203
544	0.01473517782
545	0.0147352381
546	0.01473516851
547	0.01473517068
548	0.01473506888
549	0.01473508311
550	0.01473508311
551	0.01473503658
552	0.01473499002
553	0.01473501188
554	0.01473497118
555	0.01473494741
556	0.01473496614
557	0.01473492231
558	0.0147349127
559	0.01473491829
560	0.01473486318
561	0.01473474589
562	0.01473482545
563	0.01473477774
564	0.01473482629
565	0.01473474722
566	0.01473475356
567	0.01473477022
568	0.01473474417
569	0.01473471168
570	0.01473469386
571	0.01473467387
572	0.01473467391
573	0.01473457186
574	0.01473451167
575	0.01473443868
576	0.01473442016
577	0.01473439689
578	0.01473443479
579	0.01473439025
580	0.01473437259
581	0.01473433049
582	0.01473433049
583	0.01473433049
584	0.01473433049
585	0.01473433049
586	0.0147343043
587	0.0147343043
588	0.0147343043
589	0.01473435045
590	0.01473433224
591	0.01473432547
592	0.01473432547
593	0.01473432547
594	0.01473429402
595	0.01473423784
596	0.01473429084
597	0.01473419753
598	0.01473430168
599	0.0147342108
600	0.01473425758
601	0.01473418818
602	0.01473401968
603	0.01473413002
604	0.01473404752
605	0.01473399308
606	0.01473400019
607	0.0147339547
608	0.01473387425
609	0.01473391699
610	0.0147339227
611	0.01473386273
612	0.01473142056
613	0.01473142056
614	0.01473139111
615	0.01473142987
616	0.0147313458
617	0.01473140786
618	0.01473132175
619	0.01473132175
620	0.01473132175
621	0.01473129221
622	0.01473131254
623	0.01473131254
624	0.01473123924
625	0.01473125765
626	0.0147312307
627	0.01473121296
628	0.01473126175
629	0.01473121251
630	0.01473119668
631	0.01473117916
632	0.01473118988
633	0.01473115936
634	0.01473110829
635	0.01473113256
636	0.01473113517
637	0.01473111553
638	0.01473103421
639	0.01473105246
640	0.01473105352
641	0.01473105359
642	0.01473103683
643	0.01473100918
644	0.01473097461
645	0.01473102556
646	0.01473094801
647	0.01473091234
648	0.01473091513
649	0.0147308924
650	0.0147308711
651	0.01473089327
652	0.01473089193
653	0.01473080723
654	0.01473084932
655	0.01473079863
656	0.01473077518
657	0.01473075928
658	0.01473079089
659	0.01473078407
660	0.01473079971
661	0.01473079508
662	0.01473080334
663	0.01473078107
664	0.01473082588
665	0.01473078328
666	0.01473081877
667	0.01473076971
668	0.01473080769
669	0.01473081539
670	0.014730741
671	0.01473075299
672	0.01473072093
673	0.01473079153
674	0.0147307065
675	0.01473075059
676	0.01470651767
677	0.01470282622
678	0.01470286854
679	0.01470278156
680	0.01470283142
681	0.01470279148
682	0.01467763681
683	0.01466928609
684	0.01466924097
685	0.01466922019
686	0.01465595828
687	0.01463590775
688	0.01462167213
689	0.01459659615
690	0.01456646726
691	0.01454513199
692	0.01452295765
693	0.0145186368
694	0.01449936752
695	0.01448027913
696	0.01447547451
697	0.01446727839
698	0.01445134228
699	0.01443012218
700	0.01441458836
701	0.01439811166
702	0.01438086783
703	0.01436865072
704	0.01435825263
705	0.01435086011
706	0.01433250441
707	0.01431015368
708	0.01429962915
709	0.0142861784
710	0.01425184548
711	0.01422975642
