iter	Passed	Remaining
509	5007	4810
510	5017	4801
511	5027	4791
512	5035	4780
513	5044	4769
514	5052	4758
515	5061	4747
516	5069	4736
517	5077	4724
518	5085	4713
519	5093	4701
520	5101	4690
521	5109	4678
522	5117	4667
523	5126	4656
524	5134	4645
525	5142	4634
526	5151	4623
527	5159	4612
528	5167	4601
529	5176	4590
530	5184	4579
531	5194	4569
532	5205	4561
533	5216	4552
534	5228	4544
535	5240	4536
536	5255	4530
537	5271	4526
538	5289	4523
539	5312	4525
540	5327	4519
541	5339	4511
542	5353	4505
543	5367	4499
544	5376	4488
545	5385	4477
546	5394	4467
547	5402	4456
548	5411	4445
549	5419	4434
550	5428	4423
551	5436	4412
552	5445	4401
553	5453	4390
554	5461	4379
555	5470	4368
556	5478	4357
557	5487	4346
558	5495	4335
559	5504	4324
560	5513	4314
561	5521	4303
562	5529	4292
563	5538	4281
564	5546	4270
565	5555	4259
566	5563	4248
567	5572	4238
568	5580	4227
569	5589	4216
570	5598	4205
571	5606	4194
572	5614	4183
573	5622	4172
574	5630	4161
575	5638	4150
576	5647	4140
577	5655	4129
578	5663	4118
579	5672	4107
580	5681	4097
581	5689	4086
582	5697	4075
583	5705	4064
584	5714	4053
585	5722	4042
586	5730	4032
587	5739	4021
588	5747	4010
589	5755	3999
590	5764	3989
591	5772	3978
592	5780	3967
593	5788	3956
594	5796	3945
595	5804	3934
596	5813	3924
597	5820	3913
598	5829	3902
599	5837	3891
600	5845	3881
601	5854	3870
602	5861	3859
603	5870	3848
604	5878	3837
605	5886	3827
606	5894	3816
607	5903	3805
608	5910	3795
609	5919	3784
610	5927	3773
611	5935	3762
612	5943	3752
613	5952	3741
614	5960	3731
615	5968	3720
616	5976	3709
617	5984	3699
618	5992	3688
619	6000	3677
620	6009	3667
621	6017	3656
622	6025	3646
623	6033	3635
624	6041	3624
625	6049	3613
626	6057	3603
627	6065	3592
628	6073	3582
629	6081	3571
630	6089	3560
631	6097	3550
632	6105	3539
633	6114	3529
634	6123	3519
635	6132	3509
636	6142	3500
637	6152	3490
638	6162	3481
639	6170	3471
640	6178	3460
641	6186	3450
642	6195	3439
643	6203	3429
644	6212	3419
645	6220	3408
646	6229	3398
647	6237	3388
648	6245	3377
649	6254	3367
650	6262	3357
651	6270	3346
652	6278	3336
653	6286	3326
654	6294	3315
655	6303	3305
656	6311	3294
657	6319	3284
658	6328	3274
659	6336	3264
660	6345	3254
661	6352	3243
662	6361	3233
663	6369	3223
664	6377	3212
665	6385	3202
666	6393	3192
667	6402	3181
668	6410	3171
669	6418	3161
670	6426	3150
671	6434	3140
672	6442	3130
673	6450	3120
674	6459	3110
675	6467	3099
676	6476	3089
677	6484	3079
678	6492	3069
679	6500	3059
680	6509	3049
681	6517	3039
682	6525	3028
683	6534	3018
684	6542	3008
685	6550	2998
686	6559	2988
687	6566	2978
688	6574	2967
689	6582	2957
690	6591	2947
691	6599	2937
692	6607	2927
693	6616	2917
694	6624	2906
695	6632	2896
696	6640	2886
697	6648	2876
698	6657	2866
699	6665	2856
700	6673	2846
701	6681	2836
702	6689	2826
703	6698	2816
704	6706	2806
705	6714	2795
706	6722	2785
707	6730	2775
708	6738	2765
709	6747	2756
710	6755	2745
711	6763	2735
712	6771	2725
713	6779	2715
714	6787	2705
715	6795	2695
716	6803	2685
717	6812	2675
718	6819	2665
719	6827	2655
720	6835	2645
721	6844	2635
722	6852	2625
723	6860	2615
724	6868	2605
725	6877	2595
726	6885	2585
727	6893	2575
728	6901	2565
729	6909	2555
730	6917	2545
731	6925	2535
732	6933	2525
733	6941	2515
734	6950	2505
735	6958	2495
736	6966	2486
737	6974	2476
738	6982	2466
739	6990	2456
740	6999	2446
741	7007	2436
742	7016	2426
743	7024	2416
744	7032	2407
745	7040	2397
746	7048	2387
747	7056	2377
748	7064	2367
749	7072	2357
750	7080	2347
751	7088	2337
752	7096	2327
753	7104	2317
754	7112	2308
755	7120	2298
756	7127	2288
757	7136	2278
758	7144	2268
759	7152	2258
760	7160	2248
761	7168	2238
762	7176	2229
763	7184	2219
764	7192	2209
765	7201	2199
766	7209	2190
767	7217	2180
768	7225	2170
769	7233	2160
770	7241	2150
771	7249	2140
772	7257	2131
773	7264	2121
774	7273	2111
775	7281	2101
776	7289	2092
777	7297	2082
778	7305	2072
779	7313	2062
780	7321	2052
781	7329	2043
782	7337	2033
783	7345	2023
784	7353	2014
785	7361	2004
786	7370	1994
787	7379	1985
788	7387	1975
789	7395	1965
790	7403	1956
791	7411	1946
792	7419	1936
793	7427	1927
794	7436	1917
795	7444	1907
796	7452	1898
797	7460	1888
798	7468	1878
799	7477	1869
800	7485	1859
801	7493	1850
802	7502	1840
803	7510	1830
804	7518	1821
805	7526	1811
806	7534	1802
807	7543	1792
808	7551	1782
809	7559	1773
810	7567	1763
811	7575	1754
812	7583	1744
813	7592	1734
814	7600	1725
815	7608	1715
816	7616	1706
817	7624	1696
818	7632	1686
819	7640	1677
820	7648	1667
821	7656	1657
822	7664	1648
823	7672	1638
824	7680	1629
825	7688	1619
826	7696	1610
827	7704	1600
828	7712	1590
829	7720	1581
830	7728	1571
831	7737	1562
832	7745	1552
833	7754	1543
834	7762	1533
835	7770	1524
836	7778	1514
837	7787	1505
838	7795	1495
839	7803	1486
840	7812	1476
841	7820	1467
842	7828	1457
843	7836	1448
844	7844	1438
845	7853	1429
846	7863	1420
847	7872	1411
848	7882	1401
849	7891	1392
850	7901	1383
851	7910	1374
852	7919	1364
853	7928	1355
854	7937	1346
855	7946	1336
856	7957	1327
857	7968	1318
858	7977	1309
859	7986	1300
860	7995	1290
861	8004	1281
862	8014	1272
863	8023	1262
864	8032	1253
865	8041	1244
866	8050	1234
867	8059	1225
868	8069	1216
869	8079	1207
870	8088	1197
871	8097	1188
872	8105	1179
873	8115	1169
874	8123	1160
875	8133	1151
876	8142	1141
877	8151	1132
878	8161	1123
879	8172	1114
880	8183	1105
881	8194	1096
882	8205	1087
883	8214	1077
884	8223	1068
885	8232	1059
886	8242	1050
887	8252	1040
888	8262	1031
889	8271	1022
890	8279	1012
891	8288	1003
892	8296	994
893	8304	984
894	8312	975
895	8321	965
896	8329	956
897	8337	947
898	8345	937
899	8353	928
900	8362	918
901	8371	909
902	8379	900
903	8387	890
904	8396	881
905	8404	872
906	8413	862
907	8421	853
908	8429	843
909	8437	834
910	8446	825
911	8455	815
912	8463	806
913	8471	797
914	8479	787
915	8488	778
916	8496	769
917	8504	759
918	8513	750
919	8521	741
920	8529	731
921	8538	722
922	8546	712
923	8554	703
924	8564	694
925	8572	685
926	8581	675
927	8589	666
928	8597	657
929	8606	647
930	8615	638
931	8624	629
932	8633	619
933	8642	610
934	8650	601
935	8659	592
936	8668	582
937	8676	573
938	8685	564
939	8694	554
940	8703	545
941	8712	536
942	8721	527
943	8731	517
944	8740	508
945	8749	499
946	8757	490
947	8766	480
948	8775	471
949	8784	462
950	8793	453
951	8802	443
952	8811	434
953	8819	425
954	8828	416
955	8838	406
956	8846	397
957	8856	388
958	8864	378
959	8872	369
960	8880	360
961	8889	351
962	8897	341
963	8905	332
964	8914	323
965	8923	314
966	8931	304
967	8940	295
968	8948	286
969	8956	277
970	8964	267
971	8973	258
972	8981	249
973	8989	239
974	8997	230
975	9005	221
976	9014	212
977	9023	202
978	9032	193
979	9040	184
980	9049	175
981	9057	166
982	9066	156
983	9074	147
984	9082	138
985	9090	129
986	9098	119
987	9106	110
988	9114	101
989	9123	92
990	9131	82
991	9139	73
992	9147	64
993	9155	55
994	9163	46
995	9171	36
996	9179	27
997	9187	18
998	9195	9
999	9203	0
